rank,Name,Domain,tech_stack,reason,redirect_same_company,gate_reason,enrichment_errors,apify_visits,outreach_priority
479.0,SideGuide,www.sideguide.dev,next.js,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=19). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,2535.0,na
279.0,Budgie Health,www.budgie-health.com,webflow,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=17). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,2379.0,na
789.0,General Autonomy,ga.tech,custom/static,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=12). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,1715.0,na
878.0,Residua AI,residua.ai/,next.js,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=19). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,1223.0,na
498.0,Piramidal,piramidal.ai,custom/static,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=9). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,941.0,na
283.0,TimelyAI,www.timelyai.com/,custom/static,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=0). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,607.0,na
339.0,Vest Labs,www.vest.exchange,next.js,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=16). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,564.0,na
602.0,idler,idler.ai/,next.js,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=15). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,275.0,na
394.0,OneDrop,onedrop.today/,custom/static,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=0). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.","Mobile: HTTP 400; Security: fetch: HTTPSConnectionPool(host='onedrop.today', port=443",218.0,na
344.0,Pinkfish,www.pinkfish.pro,hubspot,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=0). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",Mobile: HTTP 400; Desktop: HTTP 400,0.0,na
360.0,Bone,www.bonerobotics.ai/,wix,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=12). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,0.0,na
514.0,Positive Finance,www.positive.finance,squarespace,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=6). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,0.0,na
845.0,Swish Robotics,www.swishrobotics.com,webflow,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=0). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,0.0,na
887.0,SkillBank,www.joinskillbank.com/,squarespace,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=11). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,0.0,na
938.0,Benbase,benbase.com/,custom/static,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=0). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",,0.0,na
988.0,Talentdrop,www.talentdrop.com,custom/static,CAPTURE_FAILED,,"Page did not render real content after a patient re-render (post-JS words=10). Capture problem, not a dead site; recoverable -- retry the capture, do not treat as dead.",Mobile: HTTP 400; Desktop: HTTP 400,0.0,na
21.0,Bytez,bytez.com,next.js,COMING_SOON_PLACEHOLDER,,"The page is branded 'Bytez - open source AI' with navigation links, but the main content area is visually blank, indicating it's a placeholder or under construction.",,138151.0,na
213.0,PIKL,www.pikl.ai/,squarespace,COMING_SOON_PLACEHOLDER,,The page explicitly states 'Coming Soon!' and invites users to 'Join The Waitlist' for 'Staffing technology'. The branding 'pikl' and copyright 'PIKL INC.' match the company.,,1708.0,na
969.0,ListedB,listedb.com,next.js,COMING_SOON_PLACEHOLDER,,"The page explicitly states 'Something Beautiful is Coming' and 'ListedB v2 is almost here', indicating it's a coming soon placeholder for the company's service.",,506.0,na
194.0,Redapto,redapto.com/,next.js,COMING_SOON_PLACEHOLDER,,"The page displays the company name 'Redapto' and states it is 'Backed by Y Combinator', but provides no further content about products or services, indicating it's a placeholder or coming soon page.",,0.0,na
549.0,Suitpax,suitpax.com,next.js,COMING_SOON_PLACEHOLDER,,"The page is a detailed private preview/marketing site for Suitpax, describing its business travel platform, features, and changelog. It indicates an upcoming official launch and requires an access key or request for early access, fitting a 'coming soon' state.",,0.0,na
870.0,Jurifica,www.jurifica.com,next.js,COMING_SOON_PLACEHOLDER,,"The page explicitly states 'Coming Soon!' and invites users to 'Join the Private Beta Waitlist' for early access, indicating the product is not yet fully launched. The content describes the upcoming product and company.",,0.0,na
907.0,Vanta Ventures,vantacompanies.com/,custom/static,COMING_SOON_PLACEHOLDER,,"The page explicitly states 'Launching Soon' multiple times and provides a contact form for updates, indicating it is a placeholder for a future website. The copyright also mentions 'Vanta Companies'.",Desktop: HTTP 400,0.0,na
923.0,Fams,apps.apple.com/app/id6443483034,react,CONTENT_MISMATCH,,"The page is an Apple App Store listing for the 'FAMS' app, developed by '7me App'. The domain apple.com belongs to Apple Inc., not the company 'Fams' (or its developer). Therefore, it is not the genuine company website for Fams.",,144679521.0,na
286.0,TainAI,oreurak.kr,wordpress,CONTENT_MISMATCH,,"The website is a general information blog with articles on various topics like tax benefits, youth support, health, and local information. This content is completely unrelated to the company name 'TainAI', which suggests an AI or technology company. There is no mention of 'TainAI' or any related pro",,9885.0,na
830.0,Paerpay,www.paerpay.com,shopify,CONTENT_MISMATCH,,"The domain paerpay.com displays content primarily for an online gambling/togel platform named 'MINITOTO', and also includes product listings for flowers/mooncake from 'outerbloom.com'. This content is completely unrelated to the company name 'Paerpay' from the database.",,5755.0,na
815.0,Blockcap,newyorktimeid.blogspot.com/,react,CONTENT_MISMATCH,,"The page is a blog hosted on blogspot.com, discussing online gaming/slots ('Jaguar33', 'Slot 777'), which is completely unrelated to the company 'Blockcap'.",,0.0,na
911.0,SPICYEST,www.spicyest.com,wordpress,CONTENT_MISMATCH,,"The website contains articles on a wide range of unrelated topics such as email ownership, tree care, AI games, flooring, and cleaning products, which do not align with the domain name 'spicyest.com' or the site's stated mission of being about spicy food and recipes.",,0.0,na
519.0,DropCap,www.dropcap.com/,custom/static,ERROR: Grader: Navigation failed (domcontentloaded): Page.goto: Tim,,,"Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal",9172.0,na
956.0,CASHDROP,www.getcashdrop.com,wordpress,ERROR: Grader: Navigation failed (domcontentloaded): Page.goto: Tim,,,"Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal",0.0,na
643.0,Grably,grably.us/,react,ERROR: Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation fail,,,"Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal",0.0,na
871.0,Interlace,,,ERROR: No valid URL,,,No valid URL,,na
292.0,3Laws Robotics,3laws.io/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='3laws.io', port=443): Ma; Security: fetch: HTTPSConnectionPool(host='3laws.io', port=443): Ma",8996.0,na
651.0,Vybe,thevybeapp.com,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='thevybeapp.com', port=44; Security: fetch: HTTPSConnectionPool(host='thevybeapp.com', port=44",2677.0,na
144.0,SpacePay,spacepay.co.uk/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='spacepay.co.uk', port=44; Security: fetch: HTTPSConnectionPool(host='spacepay.co.uk', port=44",2621.0,na
458.0,Emancro Robotics Corp.,emancro.ai,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='emancro.ai', port=443): ; Security: fetch: HTTPSConnectionPool(host='emancro.ai', port=443): ",1299.0,na
275.0,Loop Crypto,www.loopcrypto.xyz/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.loopcrypto.xyz', por; Security: fetch: HTTPSConnectionPool(host='www.loopcrypto.xyz', por",1217.0,na
270.0,HyperTrader,gethypertrader.com,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='gethypertrader.com', por; Security: fetch: HTTPSConnectionPool(host='gethypertrader.com', por",1013.0,na
598.0,NAVIRO,www.naviro.io,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.naviro.io', port=443; Security: fetch: HTTPSConnectionPool(host='www.naviro.io', port=443",633.0,na
875.0,Lucky Robots,luckyrobots.ai/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='luckyrobots.ai', port=44; Security: fetch: HTTPSConnectionPool(host='luckyrobots.ai', port=44",200.0,na
968.0,Thane,www.thane.zone/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.thane.zone', port=44; Security: fetch: HTTPSConnectionPool(host='www.thane.zone', port=44",145.0,na
481.0,Fern Labs,fern-labs.ai/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='fern-labs.ai', port=443); Security: fetch: HTTPSConnectionPool(host='fern-labs.ai', port=443)",108.0,na
577.0,Our Machinery,ourmachinery.com/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='ourmachinery.com', port=; Security: fetch: HTTPSConnectionPool(host='ourmachinery.com', port=",0.0,na
750.0,Jolt AI,www.usejolt.ai/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.usejolt.ai', port=44; Security: fetch: HTTPSConnectionPool(host='www.usejolt.ai', port=44",0.0,na
812.0,Toucan,toucan.events,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='toucan.events', port=443; Security: fetch: HTTPSConnectionPool(host='toucan.events', port=443",0.0,na
819.0,DAM,www.dam.finance,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.dam.finance', port=4; Security: fetch: HTTPSConnectionPool(host='www.dam.finance', port=4",0.0,na
827.0,simplify.art,www.simplify.art,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.simplify.art', port=; Security: fetch: HTTPSConnectionPool(host='www.simplify.art', port=",0.0,na
840.0,Diagon,diagontech.com/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='diagontech.com', port=44; Security: fetch: HTTPSConnectionPool(host='diagontech.com', port=44",0.0,na
880.0,Honeypot Software,honeypotsoftware.com,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='honeypotsoftware.com', p; Security: fetch: HTTPSConnectionPool(host='honeypotsoftware.com', p",0.0,na
899.0,Taker Protocol,taker.org/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='taker.org', port=443): M; Security: fetch: HTTPSConnectionPool(host='taker.org', port=443): M",0.0,na
952.0,ExoDexa,www.exodexa.com,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.exodexa.com', port=4; Security: fetch: HTTPSConnectionPool(host='www.exodexa.com', port=4",0.0,na
954.0,nēdl,home.nedl.com,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='home.nedl.com', port=443; Security: fetch: HTTPSConnectionPool(host='home.nedl.com', port=443",0.0,na
955.0,Ugami,www.ugami.com,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.ugami.com', port=443; Security: fetch: HTTPSConnectionPool(host='www.ugami.com', port=443",0.0,na
959.0,CultureLancer,culturelancer.co,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='culturelancer.co', port=; Security: fetch: HTTPSConnectionPool(host='culturelancer.co', port=",0.0,na
965.0,HomeRoom,homeroom.club,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_CONNECTION_REFUSED a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='homeroom.club', port=443; Security: fetch: HTTPSConnectionPool(host='homeroom.club', port=443",0.0,na
972.0,Portabl,www.getportabl.com,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.getportabl.com', por; Security: fetch: HTTPSConnectionPool(host='www.getportabl.com', por",0.0,na
980.0,SocialCap AI,socialcap.me,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='socialcap.me', port=443); Security: fetch: HTTPSConnectionPool(host='socialcap.me', port=443)",0.0,na
984.0,Prog.AI,www.prog.ai/,,ERROR: Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400;,,,"Tech: Connection Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_NAME_NOT_RESOLVED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.prog.ai', port=443):; Security: fetch: HTTPSConnectionPool(host='www.prog.ai', port=443):",0.0,na
408.0,Curu,curucredit.com/,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_PROTOCOL_ERROR a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='curucredit.com', port=44; Security: SSL: HTTPSConnectionPool(host='curucredit.com', port=44",343.0,na
151.0,Coherence,www.withcoherence.com/,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_VERSION_OR_CIPHE; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.withcoherence.com', ; Security: SSL: HTTPSConnectionPool(host='www.withcoherence.com', ",0.0,na
620.0,Cypher Wallet,cypherwallet.io,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_PROTOCOL_ERROR a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='cypherwallet.io', port=4; Security: SSL: HTTPSConnectionPool(host='cypherwallet.io', port=4",0.0,na
725.0,TENYX,www.tenyx.com,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_PROTOCOL_ERROR a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.tenyx.com', port=443; Security: SSL: HTTPSConnectionPool(host='www.tenyx.com', port=443",0.0,na
755.0,Xiggit,www.xiggit.com,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_UNRECOGNIZED_NAM; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.xiggit.com', port=44; Security: SSL: HTTPSConnectionPool(host='www.xiggit.com', port=44",0.0,na
756.0,Atri Labs,atrilabs.com,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_PROTOCOL_ERROR a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='atrilabs.com', port=443); Security: SSL: HTTPSConnectionPool(host='atrilabs.com', port=443)",0.0,na
831.0,Tile,tile.sh,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_PROTOCOL_ERROR a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='tile.sh', port=443): Max; Security: SSL: HTTPSConnectionPool(host='tile.sh', port=443): Max",0.0,na
839.0,Terrain Bio,www.terrainbiosciences.com,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_VERSION_OR_CIPHE; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.terrainbiosciences.c; Security: SSL: HTTPSConnectionPool(host='www.terrainbiosciences.c,0.0,na
874.0,Star,starmarkets.net,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_CONNECTION_CLOSED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='starmarkets.net', port=4; Security: SSL: HTTPSConnectionPool(host='starmarkets.net', port=4",0.0,na
896.0,Envelope City,www.envelope.city,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_CONNECTION_RESET at ; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.envelope.city', port; Security: SSL: HTTPSConnectionPool(host='www.envelope.city', port",0.0,na
939.0,ToDooly,www.todooly.com,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_PROTOCOL_ERROR a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.todooly.com', port=4; Security: SSL: HTTPSConnectionPool(host='www.todooly.com', port=4",0.0,na
947.0,Wagr,www.wagr.us,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_PROTOCOL_ERROR a; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.wagr.us', port=443):; Security: SSL: HTTPSConnectionPool(host='www.wagr.us', port=443):",0.0,na
977.0,Henon,www.henon.io,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_SSL_VERSION_OR_CIPHE; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.henon.io', port=443); Security: SSL: HTTPSConnectionPool(host='www.henon.io', port=443)",0.0,na
992.0,Bouncer,www.getbouncer.com,,ERROR: Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader,,,"Tech: SSL Error; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: net::ERR_CONNECTION_CLOSED at; AI-readiness: Raw HTML: HTTPSConnectionPool(host='www.getbouncer.com', por; Security: SSL: HTTPSConnectionPool(host='www.getbouncer.com', por",0.0,na
154.0,CampusAI,campusai.pl,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='campusai.pl', port=443):",3847.0,na
510.0,Quantum Art,quantum.art,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='quantum.art', port=443):",0.0,na
626.0,Showtime,showtime.xyz/,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='showtime.xyz', port=443)",0.0,na
628.0,Sahay AI,sahayai.com/,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='sahayai.com', port=443):",0.0,na
794.0,Headroom,www.goheadroom.com/,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='www.goheadroom.com', por",0.0,na
859.0,Aomni,getaomni.com/,,ERROR: Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: ,,,"Tech: Timeout; Mobile: HTTP 400; Desktop: HTTP 400; Grader: Navigation failed (domcontentloaded): Page.goto: Timeout 30000ms exceeded.
Cal; AI-readiness: Raw HTML timeout; Security: fetch: HTTPSConnectionPool(host='getaomni.com', port=443)",0.0,na
